snapshot_id,seq_num,time_since_start_ms,timestamp_epoch_ms,latency_ms,jitter_ms,perceived_position_error,bandwidth_per_client_kbps
0,0,8825.94,954136.469514,100.517,0.08,0,
1,1,8876.915,954187.444977,100.316,0.201,0,
2,2,8928.284,954238.813341,100.42,0.104,0,
3,3,8979.067,954289.5961269999,100.481,0.062,0,
4,4,9029.87,954340.39965,100.451,0.03,0,
5,5,9080.738,954391.267265,100.406,0.045,0,
6,6,9131.097,954441.626515,100.195,0.211,0,
7,7,9181.972,954492.501393,100.331,0.136,0,
8,8,9232.685,954543.214532,100.576,0.245,0,
9,9,9283.077,954593.6060210001,100.317,0.259,0,
10,10,9333.789,954644.318826,100.219,0.099,0,
11,11,9384.459,954694.9882169999,100.189,0.03,0,
12,12,9434.921,954745.450243,100.152,0.037,0,
13,13,9485.537,954796.066958,100.128,0.023,0,
14,14,9537.128,954847.657338,100.313,0.185,0,
15,15,9587.836,954898.365353,100.557,0.244,0,
16,16,9638.558,954949.087955,100.839,0.282,0,
17,17,9689.109,954999.6382220001,100.32,0.519,0,
18,18,9740.316,955050.845202,100.289,0.03,0,
19,19,9790.709,955101.238958,100.193,0.097,0,
20,20,9842.003,955152.53226,100.615,0.422,0,
21,21,9892.139,955202.668206,100.205,0.41,0,
22,22,9942.757,955253.2862719999,100.134,0.071,0,
23,23,9993.665,955304.194002,100.321,0.187,0,
24,24,10044.814,955355.343845,100.73,0.409,0,
25,25,10095.174,955405.703412,100.52,0.209,0,
26,26,10145.888,955456.417055,100.13,0.391,0,
27,27,10196.774,955507.3032069999,100.279,0.149,0,
28,28,10247.557,955558.086551,100.261,0.018,0,
29,29,10298.412,955608.941601,100.123,0.138,0,
30,30,10349.107,955659.636715,100.434,0.312,0,
31,31,10399.435,955709.9648229999,100.131,0.303,0,
32,32,10450.338,955760.867026,100.186,0.055,0,
33,33,10502.163,955812.692482,100.579,0.393,0,
34,34,10552.507,955863.036795,100.46,0.119,0,
35,35,10603.296,955913.825758,100.302,0.158,0,
36,36,10654.518,955965.04723,100.231,0.071,0,
37,37,10705.519,956016.048273,100.682,0.451,0,
38,38,10755.719,956066.248849,100.182,0.5,0,
39,39,10806.245,956116.774021,100.143,0.039,0,
40,40,10857.387,956167.916859,100.729,0.586,0,
41,41,10907.411,956217.940391,100.279,0.449,0,
42,42,10958.07,956268.5991519999,100.18,0.1,0,
43,43,11008.518,956319.0473580001,100.193,0.013,0,
44,44,11059.375,956369.904621,100.372,0.179,0,
45,45,11110.004,956420.533806,100.49,0.119,0,
46,46,11160.5,956471.029563,100.452,0.038,0,
47,47,11212.682,956523.2111620001,100.655,0.203,0,
48,48,11263.332,956573.861361,100.742,0.087,0,
49,49,11313.897,956624.426217,100.593,0.149,0,
50,50,11365.22,956675.749515,100.61,0.016,0,
51,51,11416.075,956726.603997,100.307,0.302,0,
52,52,11467.039,956777.568277,100.479,0.172,0,
53,53,11517.991,956828.5204,100.897,0.417,0,
54,54,11568.612,956879.1415949999,100.477,0.42,0,
55,55,11618.895,956929.424621,100.128,0.348,0,
56,56,11669.954,956980.483486,100.542,0.414,0,
57,57,11720.504,957031.033851,100.735,0.193,0,
58,58,11770.686,957081.2156519999,100.203,0.532,0,
59,59,11822.04,957132.569824,100.232,0.029,0,
60,60,11873.3,957183.8291620001,100.52,0.288,0,
61,61,11923.564,957234.093165,100.144,0.376,0,
62,62,11974.318,957284.847672,100.193,0.05,0,
63,63,12025.11,957335.639353,100.306,0.112,0,
64,64,12075.528,957386.057654,100.246,0.06,0,
65,65,12126.035,957436.564308,100.223,0.022,0,
66,66,12176.853,957487.382198,100.385,0.161,0,
67,67,12227.338,957537.867525,100.377,0.008,0,
68,68,12278.583,957589.112505,100.427,0.05,0,
69,69,12329.035,957639.56404,100.141,0.285,0,
70,70,12379.826,957690.355277,100.178,0.036,0,
71,71,12431.265,957741.794231,100.504,0.326,0,
72,72,12481.532,957792.061691,100.4,0.104,0,
73,73,12532.133,957842.662163,100.131,0.269,0,
74,74,12583.266,957893.795009,100.204,0.073,0,
75,75,12634.52,957945.04924,101.129,0.925,0,
76,76,12684.28,957994.80923,100.213,0.916,0,
77,77,12735.576,958046.1052000001,100.601,0.388,0,
78,78,12786.244,958096.773485,100.698,0.097,0,
79,79,12836.531,958147.060897,100.412,0.286,0,
80,80,12887.168,958197.697514,100.38,0.032,0,
81,81,12937.575,958248.104943,100.438,0.058,0,
82,82,12988.011,958298.540494,100.244,0.195,0,
83,83,13039.049,958349.578157,100.283,0.039,0,
84,84,13089.606,958400.1354980001,100.479,0.196,0,
85,85,13141.325,958451.8549800001,100.485,0.007,0,
86,86,13192.319,958502.84868,100.412,0.073,0,
87,87,13243.491,958554.0201569999,100.844,0.432,0,
88,88,13294.153,958604.682837,100.23,0.615,0,
89,89,13345.44,958655.969683,100.445,0.215,0,
90,90,13395.832,958706.360987,100.23,0.214,0,
91,91,13446.353,958756.88257,100.175,0.055,0,
92,92,13497.821,958808.350629,100.452,0.277,0,
93,93,13547.967,958858.496865,100.142,0.31,0,
94,94,13598.858,958909.387871,100.64,0.497,0,
95,95,13648.882,958959.411981,100.147,0.492,0,
96,96,13699.51,959010.039313,100.353,0.205,0,
97,97,13750.107,959060.6367960001,100.124,0.228,0,
98,98,13800.62,959111.149946,100.182,0.058,0,
99,99,13851.602,959162.1313540001,100.437,0.255,0,
100,100,13902.286,959212.815696,100.462,0.025,0,
101,101,13952.975,959263.504452,100.164,0.298,0,
102,102,14003.718,959314.247712,100.468,0.304,0,
103,103,14054.052,959364.5812260001,100.116,0.352,0,
104,104,14104.843,959415.372526,100.321,0.205,0,
105,105,14155.596,959466.125036,100.289,0.032,0,
106,106,14206.048,959516.57742,100.291,0.003,0,
107,107,14256.748,959567.277133,100.562,0.271,0,
108,108,14307.296,959617.8251060001,100.52,0.042,0,
109,109,14357.817,959668.346124,100.178,0.342,0,
110,110,14408.427,959718.956152,100.301,0.123,0,
111,111,14459.356,959769.885171,100.382,0.081,0,
112,112,14509.546,959820.075781,100.222,0.16,0,
113,113,14560.208,959870.73702,100.193,0.029,0,
114,114,14610.674,959921.203237,100.148,0.045,0,
115,115,14661.425,959971.9549070001,100.204,0.056,0,
116,116,14712.212,960022.741536,100.372,0.168,0,
117,117,14763.669,960074.198558,101.027,0.656,0,
118,118,14813.526,960124.055281,100.351,0.677,0,
119,119,14864.445,960174.9743,100.528,0.178,0,
120,120,14915.21,960225.739751,100.268,0.26,0,
121,121,14966.41,960276.939196,100.399,0.131,0,
122,122,15017.029,960327.5586659999,100.206,0.193,0,
123,123,15067.711,960378.24067,100.198,0.008,0,
124,124,15118.474,960429.003313,100.341,0.143,0,
125,125,15168.696,960479.2259470001,100.125,0.216,0,
126,126,15219.311,960529.840809,100.217,0.092,0,
127,127,15270.23,960580.759586,100.575,0.358,0,
128,128,15320.523,960631.052103,100.403,0.172,0,
129,129,15371.409,960681.9384389999,100.521,0.119,0,
130,130,15422.074,960732.6030540001,100.185,0.336,0,
131,131,15473.303,960783.8328110001,100.39,0.205,0,
132,132,15523.909,960834.438152,100.16,0.23,0,
133,133,15574.771,960885.300469,100.345,0.185,0,
134,134,15625.2,960935.7293550001,100.314,0.031,0,
135,135,15675.94,960986.469779,100.565,0.252,0,
136,136,15726.116,961036.6457,100.233,0.332,0,
137,137,15777.033,961087.562712,100.364,0.131,0,
138,138,15828.14,961138.6694499999,100.348,0.016,0,
139,139,15878.757,961189.286954,100.258,0.09,0,
140,140,15929.961,961240.490857,100.369,0.111,0,
141,141,15980.295,961290.824928,100.265,0.105,0,
142,142,16031.15,961341.679209,100.544,0.279,0,
143,143,16082.026,961392.5556709999,100.353,0.191,0,
144,144,16132.671,961443.2006560001,100.311,0.042,0,
145,145,16183.195,961493.72405,100.253,0.058,0,
146,146,16234.25,961544.7791169999,100.703,0.45,0,
147,147,16284.358,961594.887923,100.265,0.437,0,
148,148,16335.565,961646.09424,100.916,0.651,0,
149,149,16385.617,961696.1465749999,100.341,0.576,0,
150,150,16437.129,961747.6582409999,100.5,0.16,0,
151,151,16487.858,961798.3874489999,100.338,0.162,0,
152,152,16539.129,961849.658022,100.32,0.018,0,
153,153,16590.658,961901.1879449999,100.602,0.281,0,
154,154,16642.344,961952.873696,100.387,0.214,0,
155,155,16694.804,962005.333663,102.065,1.678,0,
156,156,16744.991,962055.52051,100.314,1.752,0,
157,157,16796.94,962107.4697540001,100.747,0.434,0,
158,158,16847.39,962157.919296,100.413,0.335,0,
159,159,16898.948,962209.477571,101.085,0.672,0,
160,160,16949.886,962260.415043,100.788,0.297,0,
161,161,17001.183,962311.712664,100.856,0.068,0,
162,162,17051.964,962362.493379,100.533,0.323,0,
163,163,17103.552,962414.081821,100.559,0.026,0,
164,164,17154.449,962464.9780380001,100.441,0.119,0,
165,165,17205.532,962516.0611449999,100.452,0.012,0,
166,166,17255.954,962566.483035,100.301,0.151,0,
167,167,17306.505,962617.034904,100.171,0.13,0,
168,168,17357.08,962667.609774,100.185,0.014,0,
169,169,17408.05,962718.579337,100.586,0.402,0,
170,170,17458.523,962769.0525519999,100.265,0.322,0,
171,171,17509.693,962820.222436,100.526,0.261,0,
172,172,17560.274,962870.8030750001,100.523,0.003,0,
173,173,17610.59,962921.119945,100.203,0.32,0,
174,174,17661.578,962972.107417,100.184,0.02,0,
175,175,17712.108,963022.6379,100.134,0.05,0,
176,176,17763.258,963073.787588,100.564,0.43,0,
177,177,17813.437,963123.9662670001,100.231,0.333,0,
178,178,17864.225,963174.7546939999,100.311,0.08,0,
179,179,17914.866,963225.395165,100.199,0.112,0,
