snapshot_id,seq_num,time_since_start_ms,timestamp_epoch_ms,latency_ms,jitter_ms,perceived_position_error,bandwidth_per_client_kbps
0,0,1.078,619814.217967,0.124,0.072,0,
1,1,52.615,619865.755334,0.445,0.321,0,
2,2,103.174,619916.314103,0.162,0.283,0,
3,3,155.631,619968.7707880001,0.623,0.462,0,
4,4,206.615,620019.755196,0.171,0.453,0,
5,5,257.532,620070.671683,0.206,0.035,0,
6,6,307.873,620121.0129569999,0.106,0.101,0,
7,7,358.797,620171.936668,0.168,0.062,0,
8,8,409.508,620222.648159,0.112,0.056,0,
9,9,460.108,620273.2476690001,0.123,0.011,0,
10,10,510.748,620323.88795,0.135,0.012,0,
11,11,561.433,620374.5732229999,0.189,0.054,0,
12,12,612.025,620425.1650899999,0.101,0.088,0,
13,13,662.807,620475.9468759999,0.237,0.136,0,
14,14,713.455,620526.595128,0.128,0.109,0,
15,15,764.19,620577.330065,0.123,0.005,0,
16,16,815.334,620628.47376,0.118,0.005,0,
17,17,866.271,620679.410623,0.147,0.028,0,
18,18,917.093,620730.233164,0.11,0.037,0,
19,19,967.756,620780.8959090001,0.101,0.009,0,
20,20,1018.445,620831.584886,0.118,0.017,0,
21,21,1069.161,620882.3011040001,0.098,0.02,0,
22,22,1120.241,620933.380753,0.117,0.019,0,
23,23,1171.633,620984.7729880001,0.098,0.019,0,
24,24,1222.312,621035.451998,0.12,0.022,0,
25,25,1273.216,621086.355638,0.248,0.128,0,
26,26,1324.264,621137.403955,0.187,0.061,0,
27,27,1375.661,621188.801099,0.572,0.386,0,
28,28,1426.339,621239.479256,0.109,0.463,0,
29,29,1477.015,621290.15482,0.097,0.012,0,
30,30,1527.749,621340.888823,0.103,0.006,0,
31,31,1578.461,621391.600546,0.121,0.017,0,
32,32,1629.401,621442.5411759999,0.149,0.028,0,
33,33,1680.721,621493.8610489999,0.185,0.036,0,
34,34,1732.789,621545.929182,0.123,0.062,0,
35,35,1783.785,621596.924791,0.154,0.031,0,
36,36,1834.421,621647.560758,0.111,0.044,0,
37,37,1886.281,621699.420477,0.164,0.054,0,
38,38,1937.077,621750.2173609999,0.193,0.029,0,
39,39,1987.851,621800.991367,0.17,0.023,0,
40,40,2038.749,621851.889132,0.237,0.067,0,
41,41,2089.245,621902.385022,0.183,0.054,0,
42,42,2141.294,621954.434287,0.352,0.169,0,
43,43,2191.934,622005.0736319999,0.23,0.122,0,
44,44,2243.067,622056.20695,0.272,0.042,0,
45,45,2293.694,622106.833501,0.13,0.142,0,
46,46,2344.352,622157.491614,0.103,0.026,0,
47,47,2396.7,622209.839525,0.316,0.213,0,
48,48,2448.168,622261.307597,0.234,0.082,0,
49,49,2499.854,622312.9937590001,0.139,0.095,0,
50,50,2551.068,622364.208374,0.122,0.017,0,
51,51,2601.687,622414.826942,0.105,0.016,0,
53,53,2703.747,622516.8865319999,0.134,0.029,0,
54,54,2754.646,622567.786248,0.132,0.002,0,
55,55,2805.832,622618.971965,0.215,0.083,0,
56,56,2857.888,622671.02805,0.426,0.211,0,
57,57,2908.699,622721.838488,0.173,0.253,0,
58,58,2959.422,622772.5623689999,0.192,0.019,0,
59,59,3010.366,622823.505964,0.197,0.005,0,
60,60,3061.639,622874.7787380001,0.22,0.023,0,
61,61,3112.955,622926.094852,0.186,0.035,0,
62,62,3164.389,622977.528657,0.236,0.051,0,
63,63,3214.935,623028.075373,0.22,0.016,0,
64,64,3265.548,623078.687804,0.127,0.093,0,
66,66,3367.019,623180.158646,0.1,0.027,0,
68,68,3469.111,623282.251315,0.206,0.107,0,
69,69,3520.073,623333.213291,0.19,0.016,0,
70,70,3570.848,623383.987504,0.091,0.099,0,
71,71,3621.73,623434.8701190001,0.196,0.105,0,
72,72,3672.311,623485.45111,0.134,0.062,0,
73,73,3724.005,623537.145372,0.28,0.145,0,
74,74,3775.282,623588.421568,0.251,0.029,0,
75,75,3826.164,623639.303556,0.116,0.135,0,
76,76,3877.089,623690.2289659999,0.113,0.002,0,
77,77,3928.045,623741.184774,0.138,0.025,0,
78,78,3980.983,623794.122568,0.179,0.041,0,
79,79,4032.387,623845.527225,0.185,0.006,0,
80,80,4083.792,623896.93149,0.327,0.142,0,
81,81,4134.38,623947.52011,0.14,0.186,0,
82,82,4185.719,623998.858562,0.219,0.078,0,
83,83,4237.331,624050.470871,0.089,0.13,0,
84,84,4288.963,624102.1032029999,0.167,0.078,0,
85,85,4339.83,624152.969564,0.154,0.013,0,
86,86,4390.749,624203.889386,0.146,0.008,0,
87,87,4442.042,624255.18187,0.218,0.072,0,
88,88,4493.406,624306.5460620001,0.187,0.032,0,
89,89,4544.885,624358.025286,0.111,0.076,0,
90,90,4595.717,624408.8567369999,0.149,0.039,0,
91,91,4646.798,624459.938262,0.167,0.018,0,
92,92,4697.814,624510.954297,0.195,0.028,0,
93,93,4748.639,624561.778418,0.229,0.034,0,
94,94,4799.376,624612.5161,0.144,0.085,0,
95,95,4850.445,624663.584914,0.201,0.057,0,
96,96,4901.103,624714.242808,0.15,0.051,0,
97,97,4951.841,624764.981106,0.232,0.082,0,
98,98,5002.695,624815.8346389999,0.141,0.092,0,
99,99,5053.855,624866.9950539999,0.215,0.074,0,
101,101,5156.94,624970.079802,0.367,0.152,0,
103,103,5259.595,625072.7345929999,0.168,0.199,0,
104,104,5310.924,625124.063898,0.206,0.038,0,
105,105,5361.754,625174.893723,0.158,0.049,0,
106,106,5412.592,625225.731603,0.149,0.009,0,
107,107,5463.49,625276.6303549999,0.279,0.13,0,
108,108,5514.442,625327.582245,0.212,0.067,0,
109,109,5565.537,625378.6765879999,0.166,0.046,0,
110,110,5616.54,625429.6798479999,0.262,0.096,0,
111,111,5667.318,625480.457697,0.194,0.068,0,
112,112,5718.54,625531.67951,0.199,0.005,0,
113,113,5769.463,625582.602822,0.194,0.005,0,
115,115,5872.492,625685.6323350001,0.158,0.036,0,
116,116,5923.395,625736.534777,0.194,0.036,0,
117,117,5974.062,625787.20239,0.139,0.055,0,
118,118,6025.343,625838.482481,0.267,0.128,0,
119,119,6076.447,625889.5865010001,0.216,0.052,0,
120,120,6127.079,625940.2190119999,0.169,0.047,0,
121,121,6178.356,625991.495646,0.306,0.137,0,
122,122,6229.42,626042.559983,0.23,0.076,0,
123,123,6280.537,626093.6769569999,0.206,0.024,0,
124,124,6331.305,626144.444782,0.154,0.052,0,
125,125,6382.122,626195.262,0.136,0.018,0,
126,126,6433.428,626246.567814,0.172,0.036,0,
127,127,6483.986,626297.125967,0.11,0.062,0,
128,128,6534.789,626347.9285800001,0.147,0.037,0,
129,129,6586.0,626399.139974,0.353,0.206,0,
130,130,6636.946,626450.0857609999,0.188,0.165,0,
131,131,6687.944,626501.083484,0.316,0.127,0,
132,132,6738.819,626551.95899,0.151,0.164,0,
133,133,6789.613,626602.752966,0.185,0.033,0,
134,134,6840.297,626653.436553,0.205,0.02,0,
135,135,6891.152,626704.292391,0.123,0.081,0,
136,136,6941.956,626755.096271,0.161,0.038,0,
137,137,6992.81,626805.950036,0.099,0.062,0,
138,138,7044.034,626857.173547,0.164,0.065,0,
139,139,7094.795,626907.935329,0.2,0.036,0,
140,140,7145.683,626958.8223969999,0.127,0.073,0,
141,141,7196.525,627009.66519,0.127,0.0,0,
142,142,7247.647,627060.786823,0.098,0.029,0,
143,143,7298.756,627111.895947,0.228,0.13,0,
144,144,7349.683,627162.822573,0.119,0.11,0,
145,145,7400.84,627213.980076,0.447,0.328,0,
146,146,7451.547,627264.686776,0.233,0.215,0,
147,147,7502.212,627315.3515689999,0.095,0.138,0,
148,148,7552.979,627366.1192770001,0.109,0.014,0,
149,149,7604.684,627417.82435,0.105,0.004,0,
150,150,7655.277,627468.416846,0.197,0.092,0,
151,151,7707.008,627520.148076,0.222,0.025,0,
152,152,7757.983,627571.122617,0.132,0.09,0,
153,153,7808.683,627621.822558,0.179,0.046,0,
154,154,7860.196,627673.3356900001,0.13,0.048,0,
155,155,7910.642,627723.782357,0.111,0.019,0,
156,156,7961.944,627775.083856,0.213,0.102,0,
157,157,8012.719,627825.859233,0.1,0.113,0,
158,158,8063.906,627877.0458709999,0.159,0.058,0,
160,160,8165.132,627978.2715500001,0.11,0.049,0,
161,161,8216.004,628029.144172,0.097,0.014,0,
162,162,8266.502,628079.641693,0.096,0.001,0,
163,163,8317.024,628130.16439,0.12,0.024,0,
164,164,8367.506,628180.645695,0.088,0.032,0,
165,165,8418.083,628231.222731,0.187,0.099,0,
166,166,8468.728,628281.8674689999,0.11,0.077,0,
167,167,8520.231,628333.370688,0.403,0.293,0,
168,168,8570.575,628383.715111,0.114,0.289,0,
