snapshot_id,seq_num,time_since_start_ms,timestamp_epoch_ms,latency_ms,jitter_ms,perceived_position_error,bandwidth_per_client_kbps
0,0,1076.342,578848658.124375,0.064,0.011,0,
1,1,1131.838,578848713.62125,0.083,0.019,0,
2,2,1216.411,578848798.193583,30.077,29.995,0,
3,3,1417.648,578848999.430583,175.935,145.858,0,
4,4,1433.721,578849015.503875,136.621,39.314,0,
5,5,1434.027,578849015.809875,84.394,52.227,0,
6,6,1434.336,578849016.118875,31.017,53.377,0,
7,7,1454.855,578849036.6375,0.107,30.91,0,
8,8,1508.14,578849089.9232501,0.148,0.041,0,
9,9,1561.193,578849142.9755,0.186,0.038,0,
10,10,1618.025,578849199.8076661,0.586,0.401,0,
11,11,1672.608,578849254.3907499,0.134,0.452,0,
12,12,1726.293,578849308.0760411,0.154,0.02,0,
13,13,1779.244,578849361.027125,0.14,0.013,0,
14,14,1833.198,578849414.98075,0.123,0.017,0,
15,15,1885.461,578849467.2440411,0.097,0.026,0,
16,16,1942.506,578849524.288625,0.108,0.011,0,
17,17,1994.865,578849576.647541,0.318,0.209,0,
18,18,2051.129,578849632.912166,0.139,0.178,0,
19,19,2105.456,578849687.238625,0.51,0.371,0,
20,20,2160.871,578849742.653458,0.129,0.381,0,
21,21,2216.75,578849798.5325,0.132,0.003,0,
22,22,2270.756,578849852.538833,0.122,0.01,0,
23,23,2326.435,578849908.217541,0.123,0.001,0,
24,24,2381.829,578849963.61175,0.087,0.036,0,
25,25,2433.998,578850015.7811661,0.07,0.017,0,
26,26,2489.38,578850071.162541,0.097,0.027,0,
27,27,2545.141,578850126.92375,0.102,0.005,0,
28,28,2598.925,578850180.707958,0.15,0.048,0,
29,29,2653.843,578850235.6257501,0.145,0.005,0,
30,30,2707.109,578850288.8918331,0.141,0.004,0,
31,31,2761.232,578850343.014666,0.109,0.032,0,
32,32,2814.513,578850396.295583,0.092,0.017,0,
33,33,2871.047,578850452.8297501,0.165,0.073,0,
34,34,2926.42,578850508.2030829,0.137,0.029,0,
35,35,2980.148,578850561.930666,0.123,0.013,0,
36,36,3036.312,578850618.094458,0.275,0.152,0,
37,37,3092.751,578850674.533583,0.152,0.123,0,
38,38,3147.408,578850729.190291,0.162,0.009,0,
39,39,3201.494,578850783.277,0.13,0.032,0,
40,40,3257.822,578850839.6044999,0.139,0.009,0,
41,41,3314.13,578850895.912375,0.128,0.01,0,
42,42,3368.28,578850950.062916,0.13,0.002,0,
43,43,3421.605,578851003.387833,0.25,0.119,0,
44,44,3477.792,578851059.575208,0.148,0.102,0,
45,45,3534.077,578851115.859416,0.148,0.0,0,
46,46,3590.414,578851172.196458,0.137,0.011,0,
47,47,3644.536,578851226.3187499,0.133,0.004,0,
48,48,3699.084,578851280.8668331,0.148,0.015,0,
49,49,3755.841,578851337.6232909,0.163,0.015,0,
50,50,3812.214,578851393.99725,0.154,0.009,0,
51,51,3868.629,578851450.4120411,0.143,0.011,0,
52,52,3924.772,578851506.5550829,0.114,0.029,0,
53,53,3978.854,578851560.636416,0.135,0.02,0,
54,54,4030.755,578851612.538125,0.112,0.023,0,
55,55,4084.596,578851666.3785001,0.149,0.037,0,
56,56,4141.108,578851722.891208,0.172,0.023,0,
57,57,4197.564,578851779.346625,0.155,0.017,0,
58,58,4253.783,578851835.565416,0.165,0.01,0,
59,59,4306.147,578851887.929333,0.159,0.006,0,
60,60,4358.384,578851940.166375,0.127,0.032,0,
61,61,4414.598,578851996.380583,0.13,0.004,0,
62,62,4471.259,578852053.042208,1.196,1.066,0,
63,63,4526.734,578852108.5172501,0.084,1.112,0,
64,64,4578.919,578852160.702208,0.149,0.066,0,
65,65,4634.393,578852216.1761249,0.085,0.064,0,
66,66,4690.926,578852272.708916,0.66,0.575,0,
67,67,4744.707,578852326.4897499,0.109,0.552,0,
68,68,4800.856,578852382.63925,0.142,0.033,0,
69,69,4853.518,578852435.3002911,0.099,0.043,0,
70,70,4904.78,578852486.563,0.115,0.017,0,
71,71,4958.194,578852539.9771659,0.161,0.045,0,
72,72,5011.829,578852593.611375,0.396,0.236,0,
73,73,5067.635,578852649.417291,0.119,0.277,0,
74,74,5143.205,578852724.987958,3.431,3.312,0,
75,75,5195.318,578852777.1006659,0.082,3.349,0,
76,76,5251.065,578852832.848166,0.11,0.027,0,
77,77,5303.783,578852885.565833,0.121,0.011,0,
78,78,5357.91,578852939.693125,0.156,0.035,0,
79,79,5409.296,578852991.078416,0.229,0.073,0,
80,80,5464.604,578853046.386708,0.048,0.181,0,
81,81,5518.874,578853100.656791,0.076,0.028,0,
82,82,5574.322,578853156.10525,0.08,0.004,0,
83,83,5627.291,578853209.074083,0.104,0.024,0,
84,84,5680.584,578853262.366375,0.1,0.004,0,
85,85,5733.818,578853315.6006659,0.109,0.009,0,
86,86,5786.817,578853368.5993329,0.316,0.208,0,
87,87,5843.117,578853424.899583,0.142,0.174,0,
88,88,5899.426,578853481.20875,0.579,0.437,0,
89,90,5954.981,578853536.763291,0.099,0.48,1,
90,91,6007.119,578853588.901958,0.093,0.006,0,
91,92,6062.798,578853644.580916,0.093,0.0,0,
92,93,6118.453,578853700.2360001,0.147,0.054,0,
93,94,6174.411,578853756.194,0.132,0.015,0,
94,96,6229.994,578853811.7770829,0.091,0.041,1,
95,97,6285.723,578853867.506125,0.086,0.005,0,
96,98,6341.299,578853923.0821251,0.099,0.013,0,
97,99,6394.839,578853976.621791,0.187,0.089,0,
98,100,6449.279,578854031.0619581,0.145,0.042,0,
99,101,6505.633,578854087.4159161,0.159,0.013,0,
100,102,6559.613,578854141.3957909,0.141,0.018,0,
101,103,6616.118,578854197.900583,0.273,0.132,0,
102,104,6672.533,578854254.315791,0.158,0.115,0,
103,105,6728.781,578854310.56425,0.158,0.0,0,
104,106,6780.317,578854362.099958,0.151,0.007,0,
105,107,6833.745,578854415.5279579,0.109,0.042,0,
106,108,6890.127,578854471.910125,0.164,0.055,0,
107,109,6942.749,578854524.531833,0.224,0.059,0,
108,110,6998.934,578854580.716708,0.323,0.099,0,
109,111,7051.463,578854633.245833,0.116,0.207,0,
110,112,7107.538,578854689.3205,0.116,0.001,0,
111,113,7161.251,578854743.034,0.126,0.009,0,
112,114,7214.768,578854796.55075,0.126,0.0,0,
113,115,7268.774,578854850.556333,0.164,0.038,0,
114,116,7320.997,578854902.780041,0.384,0.22,0,
115,117,7375.942,578854957.724375,0.077,0.306,0,
