snapshot_id,seq_num,time_since_start_ms,timestamp_epoch_ms,latency_ms,jitter_ms,perceived_position_error,bandwidth_per_client_kbps
0,0,5.293,578848662.955291,4.822,0.372,0,
1,1,56.04,578848713.702583,0.079,4.743,0,
2,2,110.603,578848768.265208,0.08,0.001,0,
3,3,165.949,578848823.6118749,0.067,0.013,0,
4,4,221.398,578848879.060666,0.12,0.053,0,
5,5,273.988,578848931.65075,0.122,0.002,0,
6,6,327.69,578848985.3523331,0.102,0.02,0,
7,7,379.102,578849036.765,0.149,0.047,0,
8,8,432.472,578849090.135041,0.189,0.04,0,
9,9,485.629,578849143.2916249,0.272,0.083,0,
10,10,542.542,578849200.2043331,0.589,0.317,0,
11,11,596.849,578849254.511541,0.126,0.463,0,
12,12,650.582,578849308.244541,0.153,0.027,0,
13,13,703.594,578849361.256708,0.209,0.056,0,
14,14,757.771,578849415.433791,0.479,0.27,0,
15,15,809.643,578849467.305833,0.075,0.404,0,
16,16,866.985,578849524.647833,0.384,0.309,0,
17,17,919.404,578849577.066125,0.363,0.021,0,
18,18,975.534,578849633.197083,0.253,0.11,0,
19,19,1029.719,578849687.3812909,0.504,0.251,0,
20,20,1085.152,578849742.814666,0.189,0.315,0,
21,21,1141.313,578849798.975416,0.468,0.279,0,
22,22,1194.954,578849852.6165,0.101,0.367,0,
23,23,1250.659,578849908.321208,0.113,0.012,0,
24,24,1306.015,578849963.677458,0.112,0.0,0,
25,25,1358.17,578850015.832458,0.083,0.029,0,
26,26,1413.532,578850071.194291,0.073,0.01,0,
27,27,1469.357,578850127.0195,0.096,0.023,0,
28,28,1523.627,578850181.2896659,0.561,0.465,0,
29,29,1578.523,578850236.1856661,0.539,0.023,0,
30,30,1631.598,578850289.2610409,0.384,0.154,0,
31,31,1685.696,578850343.358541,0.371,0.013,0,
32,32,1738.703,578850396.365833,0.083,0.288,0,
33,33,1795.324,578850452.9864161,0.15,0.067,0,
34,34,1850.903,578850508.565416,0.396,0.246,0,
35,35,1904.356,578850562.018333,0.123,0.273,0,
36,36,1960.642,578850618.3048329,0.231,0.108,0,
37,37,2017.155,578850674.817291,0.271,0.04,0,
38,38,2071.669,578850729.33125,0.138,0.133,0,
39,39,2125.834,578850783.4965,0.189,0.051,0,
40,40,2182.17,578850839.832416,0.207,0.018,0,
41,41,2238.536,578850896.198541,0.248,0.041,0,
42,42,2292.592,578850950.2551249,0.164,0.084,0,
43,43,2346.137,578851003.79925,0.451,0.287,0,
44,44,2402.062,578851059.724666,0.141,0.309,0,
45,45,2458.366,578851116.028625,0.159,0.018,0,
46,46,2514.71,578851172.372666,0.154,0.005,0,
47,47,2568.852,578851226.514291,0.172,0.018,0,
48,48,2623.376,578851281.038916,0.156,0.016,0,
49,49,2680.152,578851337.814666,0.191,0.035,0,
50,50,2736.57,578851394.2322501,0.226,0.035,0,
51,51,2792.906,578851450.5682501,0.143,0.083,0,
52,52,2848.998,578851506.661,0.107,0.036,0,
53,53,2903.205,578851560.867833,0.201,0.094,0,
54,54,2955.136,578851612.798416,0.219,0.017,0,
55,55,3008.873,578851666.535166,0.137,0.081,0,
56,56,3065.381,578851723.043666,0.149,0.012,0,
57,57,3121.968,578851779.630375,0.269,0.12,0,
58,58,3178.734,578851836.396666,0.418,0.148,0,
59,59,3230.434,578851888.096291,0.152,0.266,0,
60,60,3282.627,578851940.289875,0.123,0.029,0,
61,61,3338.836,578851996.498416,0.125,0.001,0,
62,62,3395.593,578852053.255458,0.196,0.072,0,
63,63,3450.881,578852108.5431659,0.066,0.131,0,
64,64,3503.156,578852160.818125,0.094,0.029,0,
65,65,3558.608,578852216.270291,0.107,0.013,0,
66,66,3615.784,578852273.447083,0.741,0.634,0,
67,67,3668.88,578852326.54275,0.076,0.665,0,
68,68,3725.238,578852382.900166,0.234,0.158,0,
69,69,3777.695,578852435.3571659,0.078,0.157,0,
70,70,3828.964,578852486.626958,0.092,0.014,0,
71,71,3882.472,578852540.134458,0.143,0.051,0,
72,72,3936.439,578852594.101125,0.631,0.489,0,
73,73,3992.008,578852649.6709161,0.284,0.347,0,
74,74,4067.335,578852724.99775,3.399,3.115,0,
75,75,4119.544,578852777.206916,0.121,3.278,0,
76,76,4175.294,578852832.956875,0.119,0.002,0,
77,77,4228.26,578852885.922375,0.346,0.226,0,
78,78,4282.38,578852940.0429159,0.332,0.014,0,
79,79,4333.516,578852991.179083,0.148,0.184,0,
80,80,4388.795,578853046.4577501,0.074,0.074,0,
81,81,4443.04,578853100.702541,0.067,0.007,0,
82,82,4498.557,578853156.2197081,0.124,0.057,0,
83,83,4551.483,578853209.145416,0.09,0.034,0,
84,84,4604.943,578853262.605541,0.241,0.15,0,
85,85,4658.008,578853315.670416,0.089,0.151,0,
86,86,4711.681,578853369.3432081,0.888,0.798,0,
87,87,4767.656,578853425.318916,0.394,0.494,0,
88,88,4823.943,578853481.6053749,0.686,0.292,0,
89,90,4879.218,578853536.880708,0.126,0.559,1,
90,91,4931.349,578853589.011833,0.12,0.006,0,
91,92,4987.032,578853644.6945,0.125,0.005,0,
92,93,5042.797,578853700.4595,0.194,0.069,0,
93,94,5098.702,578853756.364666,0.151,0.043,0,
94,96,5154.373,578853812.035916,0.273,0.122,1,
95,97,5209.906,578853867.5685,0.079,0.194,0,
96,98,5265.514,578853923.176125,0.098,0.018,0,
97,99,5319.423,578853977.085416,0.337,0.24,0,
98,100,5373.8,578854031.4627501,0.415,0.078,0,
99,101,5429.902,578854087.56475,0.142,0.273,0,
100,102,5484.455,578854142.117833,0.697,0.556,0,
101,103,5540.588,578854198.250541,0.369,0.329,0,
102,104,5596.825,578854254.4871249,0.156,0.213,0,
103,105,5653.149,578854310.81125,0.233,0.077,0,
104,106,5704.71,578854362.372458,0.258,0.025,0,
105,107,5758.016,578854415.678583,0.159,0.099,0,
106,108,5814.42,578854472.083041,0.171,0.012,0,
107,109,5866.998,578854524.660458,0.143,0.027,0,
108,110,5923.314,578854580.97625,0.408,0.265,0,
109,111,5975.783,578854633.445375,0.191,0.217,0,
110,112,6031.774,578854689.4369999,0.11,0.081,0,
111,113,6085.486,578854743.14825,0.116,0.007,0,
112,114,6139.005,578854796.667541,0.116,0.0,0,
113,115,6193.442,578854851.104125,0.505,0.389,0,
114,116,6245.528,578854903.191083,0.566,0.061,0,
115,117,6300.182,578854957.8441659,0.149,0.417,0,
116,118,6355.457,578855013.1195,0.071,0.078,0,
117,119,6442.767,578855100.42925,31.947,31.875,0,
118,120,6466.74,578855124.402708,0.099,31.848,0,
119,121,6521.061,578855178.723958,0.34,0.241,0,
120,122,6576.698,578855234.36075,0.094,0.246,0,
121,123,6630.899,578855288.561583,0.107,0.013,0,
122,124,6684.715,578855342.377375,0.493,0.386,0,
123,125,6740.356,578855398.018458,0.099,0.394,0,
124,126,6795.572,578855453.234375,0.115,0.016,0,
125,127,6851.407,578855509.069708,0.621,0.507,0,
126,128,6907.573,578855565.2353749,0.375,0.246,0,
127,129,6960.621,578855618.283666,0.147,0.228,0,
128,130,7016.861,578855674.523916,0.116,0.031,0,
129,131,7072.685,578855730.3479581,0.099,0.018,0,
130,132,7129.028,578855786.6908749,0.217,0.118,0,
131,133,7181.687,578855839.34925,0.154,0.063,0,
132,134,7236.8,578855894.4628329,0.23,0.076,0,
133,135,7293.169,578855950.831208,0.134,0.096,0,
134,136,7347.715,578856005.377875,0.519,0.385,0,
135,137,7399.805,578856057.467958,0.098,0.421,0,
136,138,7453.015,578856110.677333,0.16,0.062,0,
137,139,7649.72,578856307.38225,143.618,143.458,0,
138,140,7850.894,578856508.556125,288.916,145.298,0,
139,141,8051.952,578856709.614625,437.208,148.292,0,
140,142,8252.948,578856910.610458,583.864,146.656,0,
141,143,8253.365,578856911.027791,531.146,52.718,0,
142,144,8253.675,578856911.337958,476.705,54.441,0,
143,145,8253.991,578856911.6540829,420.84,55.865,0,
144,146,8254.278,578856911.940166,368.956,51.884,0,
145,147,8453.927,578857111.589541,512.469,143.512,0,
146,148,8454.535,578857112.1976659,456.836,55.633,0,
147,149,8655.218,578857312.880833,602.56,145.724,0,
148,150,8855.912,578857513.5745,750.608,148.047,0,
149,151,8856.354,578857514.016166,698.571,52.037,0,
150,152,8856.741,578857514.4035,644.96,53.611,0,
151,153,8857.125,578857514.7876661,589.911,55.049,0,
152,154,8857.502,578857515.1648749,537.702,52.209,0,
153,155,8857.849,578857515.511166,481.518,56.184,0,
154,156,8858.175,578857515.837166,428.548,52.97,0,
155,158,8858.507,578857516.169458,373.634,54.913,1,
156,159,8859.038,578857516.7011249,318.422,55.212,0,
157,160,8869.43,578857527.0928329,276.007,42.416,0,
158,161,8869.769,578857527.431666,222.777,53.23,0,
159,162,8870.118,578857527.780791,166.917,55.86,0,
160,164,8870.385,578857528.047458,111.317,55.6,1,
161,165,8870.689,578857528.352,55.891,55.426,0,
162,166,8870.954,578857528.61675,2.391,53.499,0,
163,167,8924.193,578857581.855541,0.078,2.314,0,
164,169,8975.147,578857632.809208,0.08,0.002,1,
165,170,9028.761,578857686.423375,0.067,0.012,0,
166,171,9084.161,578857741.8236251,0.073,0.005,0,
167,172,9272.829,578857930.491958,136.583,136.51,0,
168,173,9273.827,578857931.4895409,85.105,51.478,0,
169,174,9473.247,578858130.909916,228.256,143.152,0,
170,175,9473.911,578858131.573125,175.934,52.322,0,
171,176,9674.651,578858332.313875,322.163,146.228,0,
172,177,9876.273,578858533.936,467.919,145.756,0,
173,178,9986.306,578858643.968666,525.248,57.329,0,
174,179,10014.5,578858672.162791,499.923,25.325,0,
175,180,10014.805,578858672.467875,444.231,55.692,0,
176,181,10015.066,578858672.728166,392.233,51.998,0,
177,182,10015.31,578858672.972791,340.654,51.579,0,
178,183,10015.556,578858673.218666,287.497,53.157,0,
179,184,10015.809,578858673.4715,230.736,56.761,0,
180,185,10016.063,578858673.725666,174.209,56.527,0,
181,186,10016.307,578858673.9698329,118.715,55.494,0,
182,187,10016.594,578858674.257041,62.427,56.288,0,
183,188,10016.829,578858674.491708,11.607,50.82,0,
184,189,10060.749,578858718.411416,0.073,11.534,0,
185,190,10112.78,578858770.442375,0.063,0.01,0,
186,191,10168.448,578858826.11075,0.087,0.024,0,
187,192,10224.241,578858881.903916,0.081,0.006,0,
-1,193,10274.92,578858932.58275,0.128,0.046,0,
188,194,10277.333,578858934.9952911,0.11,0.018,1,
189,195,10329.548,578858987.210166,0.102,0.007,0,
190,196,10384.35,578859042.012833,0.103,0.0,0,
191,197,10436.795,578859094.4580001,0.121,0.018,0,
192,198,10493.006,578859150.668458,0.186,0.065,0,
193,199,10549.52,578859207.1830001,0.28,0.094,0,
-1,200,10576.268,578859233.930208,0.153,0.127,0,
194,201,10605.187,578859262.849833,0.098,0.055,1,
195,202,10660.084,578859317.746166,0.097,0.001,0,
196,203,10715.579,578859373.241583,0.092,0.005,0,
197,204,10768.057,578859425.7199581,0.096,0.004,0,
198,205,10819.772,578859477.434208,0.138,0.042,0,
199,206,10874.842,578859532.504541,0.211,0.072,0,
200,207,10929.264,578859586.9269999,0.081,0.129,0,
201,208,10985.611,578859643.274125,0.135,0.053,0,
202,209,11041.674,578859699.3367081,0.087,0.047,0,
203,210,11095.147,578859752.80925,0.096,0.008,0,
204,211,11221.544,578859879.2063329,70.774,70.679,0,
205,212,11406.757,578860064.419125,199.931,129.157,0,
206,213,11407.272,578860064.9350001,146.401,53.53,0,
207,214,11422.289,578860079.951666,106.737,39.664,0,
208,215,11474.398,578860132.060375,105.414,1.323,0,
209,216,11487.304,578860144.9665409,65.168,40.246,0,
210,217,11490.637,578860148.300041,15.929,49.239,0,
211,218,11527.262,578860184.924833,0.084,15.845,0,
212,219,11579.751,578860237.413375,0.119,0.035,0,
213,220,11636.084,578860293.746791,0.133,0.014,0,
214,221,11691.228,578860348.8907499,0.313,0.18,0,
215,222,11892.7,578860550.3622911,150.747,150.434,0,
216,224,11893.217,578860550.879666,100.015,50.733,1,
217,225,11893.692,578860551.3543329,44.711,55.304,0,
218,226,11901.64,578860559.3022081,0.163,44.547,0,
219,227,11956.932,578860614.594166,0.071,0.093,0,
220,228,12009.8,578860667.462458,0.099,0.029,0,
221,230,12065.361,578860723.023833,0.102,0.003,1,
222,231,12120.896,578860778.5587081,0.128,0.026,0,
223,232,12176.588,578860834.250291,0.091,0.037,0,
224,233,12231.406,578860889.068833,0.236,0.144,0,
225,234,12287.796,578860945.458833,0.145,0.091,0,
226,235,12344.838,578861002.50025,0.373,0.229,0,
227,236,12400.529,578861058.191958,0.121,0.253,0,
228,237,12456.7,578861114.362208,0.235,0.114,0,
229,238,12511.751,578861169.4133329,0.288,0.053,0,
230,239,12565.707,578861223.369833,0.184,0.104,0,
231,240,12621.059,578861278.7218751,0.146,0.038,0,
232,241,12674.84,578861332.503083,0.151,0.006,0,
233,242,12728.725,578861386.387375,0.101,0.051,0,
234,243,12782.21,578861439.8722911,0.099,0.001,0,
235,244,12833.832,578861491.494375,0.096,0.004,0,
236,245,12889.488,578861547.1505,0.115,0.019,0,
237,246,12945.687,578861603.3492501,0.123,0.008,0,
238,247,13002.506,578861660.169083,0.549,0.426,0,
239,248,13055.872,578861713.534958,0.151,0.398,0,
240,249,13112.669,578861770.331833,0.549,0.399,0,
241,250,13168.575,578861826.2379999,0.303,0.246,0,
242,251,13224.757,578861882.419541,0.399,0.095,0,
243,252,13276.547,578861934.209416,0.418,0.02,0,
244,253,13332.763,578861990.425333,0.147,0.271,0,
245,254,13386.392,578862044.0550411,0.206,0.059,0,
246,255,13439.067,578862096.729833,0.313,0.106,0,
247,256,13494.784,578862152.446583,0.098,0.215,0,
248,258,13547.128,578862204.790333,0.151,0.053,1,
249,259,13602.743,578862260.4054581,0.095,0.057,0,
250,260,13655.555,578862313.218,0.111,0.016,0,
251,261,13715.239,578862372.901541,8.484,8.373,0,
252,262,13762.274,578862419.936208,0.135,8.35,0,
253,263,13817.739,578862475.401583,0.091,0.044,0,
254,264,13870.618,578862528.281,0.194,0.103,0,
255,265,13926.467,578862584.129583,0.121,0.073,0,
256,266,13980.67,578862638.332291,0.394,0.273,0,
257,267,14036.15,578862693.812208,0.404,0.01,0,
258,268,14092.386,578862750.049041,0.145,0.259,0,
259,269,14145.175,578862802.8377911,0.527,0.382,0,
260,270,14201.928,578862859.590208,0.767,0.24,0,
261,271,14252.92,578862910.5822079,0.169,0.598,0,
262,272,14309.199,578862966.861333,0.322,0.153,0,
263,273,14364.125,578863021.7875,0.12,0.202,0,
264,274,14415.791,578863073.453125,0.468,0.349,0,
265,275,14469.184,578863126.8464999,0.225,0.244,0,
