snapshot_id,seq_num,time_since_start_ms,timestamp_epoch_ms,latency_ms,jitter_ms,perceived_position_error,bandwidth_per_client_kbps
0,0,538.39,578848658.160583,0.06,0.05,0,
1,1,593.898,578848713.669291,0.084,0.024,0,
2,2,648.448,578848768.218708,0.051,0.033,0,
3,3,703.816,578848823.587208,0.066,0.015,0,
4,4,759.213,578848878.9833751,0.071,0.005,0,
5,5,811.81,578848931.5805,0.101,0.03,0,
6,6,865.538,578848985.3085409,0.117,0.016,0,
7,7,917.007,578849036.777375,0.2,0.084,0,
8,8,970.23,578849090.000666,0.133,0.067,0,
9,9,1023.245,578849143.0159581,0.137,0.003,0,
10,10,1080.213,578849199.983416,0.557,0.42,0,
11,11,1134.693,578849254.464041,0.137,0.419,0,
12,12,1188.415,578849308.185458,0.171,0.034,0,
13,13,1241.333,578849361.103375,0.131,0.04,0,
14,14,1295.393,578849415.1637081,0.25,0.119,0,
15,15,1347.528,578849467.298958,0.107,0.143,0,
16,16,1404.582,578849524.3525829,0.13,0.023,0,
17,17,1457.056,578849576.826875,0.217,0.087,0,
18,18,1513.227,578849632.998166,0.133,0.084,0,
19,19,1567.502,578849687.273125,0.46,0.326,0,
20,20,1622.947,578849742.7179999,0.141,0.319,0,
21,21,1678.889,578849798.6598331,0.202,0.061,0,
22,22,1732.812,578849852.583125,0.114,0.088,0,
23,23,1788.526,578849908.296458,0.138,0.024,0,
24,24,1843.846,578849963.617041,0.069,0.069,0,
25,25,1896.025,578850015.795541,0.064,0.005,0,
26,26,1951.392,578850071.16275,0.068,0.004,0,
27,27,2007.203,578850126.974041,0.099,0.032,0,
28,28,2061.127,578850180.897416,0.25,0.151,0,
29,29,2116.102,578850235.872875,0.304,0.054,0,
30,30,2169.224,578850288.994583,0.177,0.127,0,
31,31,2223.305,578850343.075916,0.126,0.051,0,
32,32,2276.566,578850396.3365829,0.091,0.036,0,
33,33,2333.158,578850452.9286251,0.172,0.081,0,
34,34,2388.496,578850508.267166,0.145,0.027,0,
35,35,2442.19,578850561.961041,0.106,0.039,0,
36,36,2498.36,578850618.130375,0.149,0.042,0,
37,37,2554.866,578850674.637125,0.167,0.019,0,
38,38,2609.505,578850729.276125,0.158,0.009,0,
39,39,2663.581,578850783.35225,0.12,0.038,0,
40,40,2719.915,578850839.685583,0.135,0.014,0,
41,41,2776.229,578850895.999958,0.128,0.007,0,
42,42,2830.368,578850950.138791,0.123,0.005,0,
43,43,2883.687,578851003.457291,0.193,0.07,0,
44,44,2939.905,578851059.676,0.168,0.025,0,
45,45,2996.209,578851115.980208,0.185,0.017,0,
46,46,3052.495,578851172.2657909,0.123,0.062,0,
47,47,3106.774,578851226.544916,0.278,0.155,0,
48,48,3161.193,578851280.9634581,0.156,0.122,0,
49,49,3217.957,578851337.727916,0.181,0.025,0,
50,50,3274.33,578851394.100375,0.171,0.01,0,
51,51,3330.739,578851450.509958,0.159,0.012,0,
52,52,3386.86,578851506.631208,0.131,0.028,0,
53,53,3440.942,578851560.712916,0.124,0.007,0,
54,54,3492.875,578851612.645958,0.139,0.015,0,
55,55,3546.68,578851666.450708,0.132,0.007,0,
56,56,3603.211,578851722.982125,0.167,0.035,0,
57,57,3659.646,578851779.4172081,0.138,0.029,0,
58,58,3715.889,578851835.659583,0.131,0.007,0,
59,59,3768.261,578851888.031458,0.172,0.041,0,
60,60,3820.481,578851940.251416,0.145,0.026,0,
61,61,3876.676,578851996.447166,0.13,0.015,0,
62,62,3933.419,578852053.189958,0.197,0.066,0,
63,63,3988.747,578852108.517333,0.059,0.137,0,
64,64,4040.987,578852160.757833,0.084,0.024,0,
65,65,4096.472,578852216.2427081,0.114,0.03,0,
66,66,4153.379,578852273.150291,0.536,0.422,0,
67,67,4206.745,578852326.515875,0.089,0.447,0,
68,68,4263.08,578852382.851208,0.266,0.177,0,
69,69,4315.565,578852435.3360001,0.093,0.173,0,
70,70,4366.83,578852486.6005,0.104,0.012,0,
71,71,4420.278,578852540.0485001,0.139,0.034,0,
72,72,4473.855,578852593.626083,0.273,0.134,0,
73,73,4529.715,578852649.48575,0.143,0.129,0,
74,74,4605.231,578852725.002125,3.422,3.279,0,
75,75,4657.362,578852777.132791,0.077,3.346,0,
76,76,4713.126,578852832.8969159,0.106,0.029,0,
77,77,4765.938,578852885.70925,0.192,0.086,0,
78,78,4820.017,578852939.7881659,0.159,0.033,0,
79,79,4871.389,578852991.159708,0.219,0.06,0,
80,80,4926.659,578853046.430208,0.067,0.151,0,
81,81,4980.905,578853100.676041,0.065,0.002,0,
82,82,5036.379,578853156.14975,0.085,0.02,0,
83,83,5089.347,578853209.117958,0.103,0.017,0,
84,84,5142.794,578853262.5643749,0.254,0.152,0,
85,85,5195.865,578853315.635583,0.093,0.161,0,
86,86,5248.845,578853368.615666,0.241,0.148,0,
87,87,5305.206,578853424.977208,0.132,0.109,0,
88,88,5361.576,578853481.347208,0.517,0.385,0,
-1,89,5364.559,578853484.3297911,0.435,0.082,0,
89,90,5417.041,578853536.811958,0.101,0.334,1,
90,91,5469.171,578853588.941708,0.086,0.015,0,
91,92,5524.842,578853644.612541,0.083,0.003,0,
92,93,5580.595,578853700.3659581,0.187,0.103,0,
93,94,5636.593,578853756.3639159,0.213,0.026,0,
-1,95,5662.321,578853782.091583,0.118,0.095,0,
94,96,5692.094,578853811.865208,0.14,0.022,1,
95,97,5747.762,578853867.532958,0.075,0.065,0,
96,98,5803.367,578853923.138125,0.104,0.028,0,
97,99,5857.052,578853976.822583,0.228,0.124,0,
98,100,5911.421,578854031.1913329,0.203,0.024,0,
99,101,5967.758,578854087.5285,0.182,0.021,0,
100,102,6021.874,578854141.644541,0.303,0.121,0,
101,103,6078.209,578854197.9802079,0.26,0.043,0,
102,104,6134.649,578854254.419333,0.173,0.087,0,
103,105,6190.895,578854310.665916,0.17,0.003,0,
104,106,6242.45,578854362.220958,0.184,0.015,0,
105,107,6295.827,578854415.597541,0.12,0.064,0,
106,108,6352.238,578854472.0084159,0.174,0.053,0,
107,109,6404.781,578854524.551541,0.116,0.058,0,
108,110,6461.045,578854580.8155,0.352,0.236,0,
109,111,6513.554,578854633.3246659,0.128,0.224,0,
110,112,6569.627,578854689.3972911,0.129,0.001,0,
111,113,6623.337,578854743.107666,0.133,0.004,0,
112,114,6676.855,578854796.6255,0.132,0.001,0,
113,115,6730.867,578854850.638291,0.125,0.007,0,
114,116,6783.077,578854902.848125,0.331,0.206,0,
115,117,6837.982,578854957.753291,0.079,0.253,0,
116,118,6893.314,578855013.0843331,0.057,0.022,0,
117,119,6948.711,578855068.482,0.056,0.001,0,
118,120,7004.748,578855124.518708,0.264,0.208,0,
119,121,7058.838,578855178.608916,0.272,0.009,0,
120,122,7114.549,578855234.3202909,0.102,0.171,0,
121,123,7168.74,578855288.510833,0.107,0.005,0,
122,124,7222.306,578855342.07675,0.247,0.14,0,
123,125,7278.208,578855397.979,0.105,0.141,0,
124,126,7333.414,578855453.184958,0.122,0.017,0,
125,127,7389.083,578855508.853708,0.522,0.4,0,
126,128,7445.384,578855565.15475,0.372,0.15,0,
127,129,7498.414,578855618.184333,0.125,0.246,0,
128,130,7554.707,578855674.477375,0.127,0.001,0,
129,131,7610.531,578855730.3019999,0.097,0.03,0,
130,132,7666.756,578855786.526875,0.133,0.036,0,
131,133,7719.546,578855839.317041,0.2,0.067,0,
132,134,7774.62,578855894.391,0.275,0.076,0,
133,135,7830.979,578855950.749416,0.132,0.144,0,
134,136,7885.217,578856004.987833,0.206,0.074,0,
135,137,7937.628,578856057.39875,0.067,0.139,0,
136,138,7990.819,578856110.5893329,0.148,0.082,0,
137,139,8072.266,578856192.036916,28.436,28.287,0,
138,140,8273.878,578856393.649291,174.08,145.644,0,
139,141,8274.842,578856394.6130409,122.283,51.796,0,
140,142,8473.885,578856593.6559579,266.997,144.714,0,
141,143,8661.767,578856781.5375409,401.728,134.73,0,
142,144,8674.786,578856794.55725,359.998,41.73,0,
143,145,8728.604,578856848.3744581,357.677,2.321,0,
